Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp
STR_HRS_Axe_Handle1,An axe handle made with wood parts,An axe handle made with wood parts,An axe handle made with wood parts,An axe handle made with wood parts,Самодельная деревянная рукоять,An axe handle made with wood parts,An axe handle made with wood parts,An axe handle made with wood parts,An axe handle made with wood parts,Un manche de hache fabriqué avec des morceaux de bois,An axe handle made with wood parts,An axe handle made with wood parts,Um cabo de machado feito com partes de madeira,An axe handle made with wood parts
STR_HRS_Axe0,Handmade Axe,Handmade Axe,Handmade Axe,handgemachte Axt,Каменный топор,Handmade Axe,Handmade Axe,Handmade Axe,Hacha hecha a mano,Hache improvisée,Handmade Axe,Handmade Axe,Machado improvisado,Handmade Axe
STR_HRS_Axe1,"Hafted axes are first known from the Mesolithic period (c. 6000 BC). Few wooden hafts have been found from this period, the axe was normally hafted by wedging. Birch-tar and rawhide lashings were used to fix the blade.","Hafted axes are first known from the Mesolithic period (c. 6000 BC). Few wooden hafts have been found from this period, the axe was normally hafted by wedging. Birch-tar and rawhide lashings were used to fix the blade.","Hafted axes are first known from the Mesolithic period (c. 6000 BC). Few wooden hafts have been found from this period, the axe was normally hafted by wedging. Birch-tar and rawhide lashings were used to fix the blade.","Schaftäxte sind bereits seit dem Mittelsteinzeitalter (ungefähr 6.000 BC) bekannt. Wenige Holzschäfte wurden aus dieser Zeit gefunden, sie wurden normalerweise durch Verkeilung befestigt. Birkenteer und Rohledergurte wurden zum Befestigen der Schneide benutzt.","Топоры с каменными головами впервые были известны в период мезолита (ок. 6000 г. до н.э.). С этого периода было найдено немного деревянных рукояток, топор обычно вставляли клиньями. Для фиксации клинка использовались ремни из березовой смолы и сыромятной кожи.","Hafted axes are first known from the Mesolithic period (c. 6000 BC). Few wooden hafts have been found from this period, the axe was normally hafted by wedging. Birch-tar and rawhide lashings were used to fix the blade.","Hafted axes are first known from the Mesolithic period (c. 6000 BC). Few wooden hafts have been found from this period, the axe was normally hafted by wedging. Birch-tar and rawhide lashings were used to fix the blade.","Hafted axes are first known from the Mesolithic period (c. 6000 BC). Few wooden hafts have been found from this period, the axe was normally hafted by wedging. Birch-tar and rawhide lashings were used to fix the blade.","Las hachas con mango se conocen por primera vez en el periodo mesolítico (c. 6000 a.C.). Se han encontrado pocas hachas de madera de este periodo, el hacha normalmente se empujaba con cuñas. Para fijar la hoja se utilizaban cuerdas de alquitrán de abedul y cuero crudo.","Les premières haches datent de la période mésolithique (-6000), Il semble que la hache était emmanchée par calage. Des résines de goudron de bouleau et des lanières de cuir brut étaient utilisées pour fixer la lame.","Hafted axes are first known from the Mesolithic period (c. 6000 BC). Few wooden hafts have been found from this period, the axe was normally hafted by wedging. Birch-tar and rawhide lashings were used to fix the blade.","Hafted axes are first known from the Mesolithic period (c. 6000 BC). Few wooden hafts have been found from this period, the axe was normally hafted by wedging. Birch-tar and rawhide lashings were used to fix the blade.","Os machados Hafted são conhecidos pela primeira vez no período mesolítico (c. 6000 aC). Poucos deles foram encontrados neste período, o machado era normalmente dobrado por cunha. Amarrações de alcatrão de bétula e couro cru foram usadas para fixar a lâmina.","Hafted axes are first known from the Mesolithic period (c. 6000 BC). Few wooden hafts have been found from this period, the axe was normally hafted by wedging. Birch-tar and rawhide lashings were used to fix the blade."
STR_HRS_BeeBox0,BeeBox,BeeBox,BeeBox,Bienenbox,Овечий манок,BeeBox,BeeBox,BeeBox,"Cajita ""Beeeh""",Boite à Beehh,BeeBox,BeeBox,"Caixinha ""Beee""",BeeBox
STR_HRS_BeeBox1,Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,Unnütz aber lustig... für eine Überraschung schütteln.,Бесполезно но прикольно,Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,Innecesario pero divertido. Agitalo para llevarte una sorpresa.,"Inutile, mais tellement drôle… Tournez pour avoir une surprise...",Useless but Fun… Shake it for a surprise…,Useless but Fun… Shake it for a surprise…,"Inútil, mas divertido ... Agite-o para uma surpresa ...",Useless but Fun… Shake it for a surprise…
STR_HRS_BurlapTarp0,Burlap Tarp,Burlap Tarp,Burlap Tarp,Juteplane,Тент из мешковины,Burlap Tarp,Burlap Tarp,Burlap Tarp,Lona de yute,Bâche de jute,Burlap Tarp,Burlap Tarp,Lona de estopa,Burlap Tarp
STR_HRS_BurlapTarp1,A handmade burlap tarp.,A handmade burlap tarp.,A handmade burlap tarp.,Ein handgemachte Juteplane.,Самодельный тент из мешковины,A handmade burlap tarp.,A handmade burlap tarp.,A handmade burlap tarp.,Una lona de arpillera hecha a mano.,Une bâche de jute faite main.,A handmade burlap tarp.,A handmade burlap tarp.,Uma lona de feita de estopa.,A handmade burlap tarp.
STR_HRS_BurlapTent_Kit0,BurlapTent Building Kit,BurlapTent Building Kit,BurlapTent Building Kit,Jutezelt-Set,Набор для растягивания тента,BurlapTent Building Kit,BurlapTent Building Kit,BurlapTent Building Kit,Kit de tienda de yute,Kit pour tente en jute,BurlapTent Building Kit,BurlapTent Building Kit,Kit de lona de estopa,BurlapTent Building Kit
STR_HRS_BurlapTent_Kit1,This kit allow to place your Burlap Tent yourself.,This kit allow to place your Burlap Tent yourself.,This kit allow to place your Burlap Tent yourself.,Dieses Kit ermöglichst das Aufstellen des Jutezelts.,В комплекте есть всё чтобы установить тент на землю,This kit allow to place your Burlap Tent yourself.,This kit allow to place your Burlap Tent yourself.,This kit allow to place your Burlap Tent yourself.,Este kit te permite colocar facilmente una tienda de yute.,Cet kit vous permet de placer vous-même votre tente en jute.,This kit allow to place your Burlap Tent yourself.,This kit allow to place your Burlap Tent yourself.,Este kit permite colocar você mesmo sua tenda de estopa.,This kit allow to place your Burlap Tent yourself.
STR_HRS_BurlapTent0,Burlap Tent,Burlap Tent,Burlap Tent,Jutezelt,Самодельный тент,Burlap Tent,Burlap Tent,Burlap Tent,Tienda de yute,Tente de jute,Burlap Tent,Burlap Tent,Tenda de estopa,Burlap Tent
STR_HRS_BurlapTent1,A handmade tent with some wood sticks for plots and burlap tarp for the roof.,A handmade tent with some wood sticks for plots and burlap tarp for the roof.,A handmade tent with some wood sticks for plots and burlap tarp for the roof.,Ein handgemachtes Zelt aus einigen Stöckern als Gerüst und einer Juteplane für das Dach.,Самодельное укрытие с палками для опоры и крышей из тента,A handmade tent with some wood sticks for plots and burlap tarp for the roof.,A handmade tent with some wood sticks for plots and burlap tarp for the roof.,A handmade tent with some wood sticks for plots and burlap tarp for the roof.,Una tienda de campaña hecha a mano con unos palos de madera y una lona de arpillera para el techo.,Une tente faite main avec des branches en guise de structure et bache de jute pour le toit.,A handmade tent with some wood sticks for plots and burlap tarp for the roof.,A handmade tent with some wood sticks for plots and burlap tarp for the roof.,Uma barraca improvisada com alguns galhos nas estruturas e lona de estopa para o isolamento.,A handmade tent with some wood sticks for plots and burlap tarp for the roof.
STR_HRS_CamoTarp0,Camo Tarp,Camo Tarp,Camo Tarp,Tarnplane,Маскировочный тент,Camo Tarp,Camo Tarp,Camo Tarp,Lona de camuflaje,Bâche camouflée,Camo Tarp,Camo Tarp,Lona camuflada,Camo Tarp
STR_HRS_CamoTarp1,A handmade Camo tarp.,A handmade Camo tarp.,A handmade Camo tarp.,Eine handgemachte Tarnplane.,Кусок тента ручной работы,A handmade Camo tarp.,A handmade Camo tarp.,A handmade Camo tarp.,Una lona de camuflaje hecha a mano.,"Une bâche camouflée, utile pour s’abriter rapidement.",A handmade Camo tarp.,A handmade Camo tarp.,Uma lona com estampa camuflada.,A handmade Camo tarp.
STR_HRS_CamoTent_Kit0,CamoTent Building Kit,CamoTent Building Kit,CamoTent Building Kit,Tarnzelt-Set,Набор для растягивания тента,CamoTent Building Kit,CamoTent Building Kit,CamoTent Building Kit,Kit de Tienda de campaña camuflada,Kit pour tente camouflée,CamoTent Building Kit,CamoTent Building Kit,Kit de lona camuflada,CamoTent Building Kit
STR_HRS_CamoTent_Kit1,This kit allow to place your Camo Tent yourself.,This kit allow to place your Camo Tent yourself.,This kit allow to place your Camo Tent yourself.,Dieses Kit ermöglichst das Aufstellen des Tarnzelts.,В комплекте есть всё чтобы установить тент на землю,This kit allow to place your Camo Tent yourself.,This kit allow to place your Camo Tent yourself.,This kit allow to place your Camo Tent yourself.,Este kit te permite montar facilmente una tienda de campaña camuflada,Cet kit vous permet de placer vous-même votre tente en jute.,This kit allow to place your Camo Tent yourself.,This kit allow to place your Camo Tent yourself.,Este kit permite colocar você mesmo sua tenda camuflada.,This kit allow to place your Camo Tent yourself.
STR_HRS_CamoTent0,Camo Tent,Camo Tent,Camo Tent,Tarnzelt,Маскировочное укрытие,Camo Tent,Camo Tent,Camo Tent,Tienda de campaña camuflada,Tente camouflée,Camo Tent,Camo Tent,Tenda camuflada,Camo Tent
STR_HRS_CamoTent1,A handmade tent with some wood sticks for plots and Camo tarp for the roof.,A handmade tent with some wood sticks for plots and Camo tarp for the roof.,A handmade tent with some wood sticks for plots and Camo tarp for the roof.,Ein handgemachtes Zelt aus einigen Stöckern als Gerüst und einer Tarnplane für das Dach.,Самодельное укрытие с палками для опоры и крышей из тента,A handmade tent with some wood sticks for plots and Camo tarp for the roof.,A handmade tent with some wood sticks for plots and Camo tarp for the roof.,A handmade tent with some wood sticks for plots and Camo tarp for the roof.,Una tienda de campaña hecha a mano con unos palos y una lona de camuflaje para el techo.,Une tente faite main avec des branches en guise de structure et bache de jute pour le toit.,A handmade tent with some wood sticks for plots and Camo tarp for the roof.,A handmade tent with some wood sticks for plots and Camo tarp for the roof.,Uma barraca improvisada com alguns galhos nas estruturas e lona camuflada para o isolamento.,A handmade tent with some wood sticks for plots and Camo tarp for the roof.
STR_HRS_ChickenFeather0,Chicken Feather,Chicken Feather,Chicken Feather,Hühnerfeder,Перья,Chicken Feather,Chicken Feather,Chicken Feather,Pluma de gallina,Plume de volaille,Chicken Feather,Chicken Feather,Pena de galinha,Chicken Feather
STR_HRS_ChickenFeather1,"Hundreds of these would probably make a comfortable pillow, one of these makes an nice arrow.","Hundreds of these would probably make a comfortable pillow, one of these makes an nice arrow.","Hundreds of these would probably make a comfortable pillow, one of these makes an nice arrow.","Hunderte von diesen Federn würden vermutlich ein bequemes Kissen ergeben, eine davon kann für die Herstellung von einem Pfeil benutzt werden.",Сотня таких пожалуй отлично подойдёт для подушки. Или по одному на стрелу,"Hundreds of these would probably make a comfortable pillow, one of these makes an nice arrow.","Hundreds of these would probably make a comfortable pillow, one of these makes an nice arrow.","Hundreds of these would probably make a comfortable pillow, one of these makes an nice arrow.","Cientas de estas probablemente harían una cómoda almohada, una hace una bonita flecha.","Des centaines d'entre elles feraient probablement un oreiller confortable, l'une d'elles fait une belle flèche.","Hundreds of these would probably make a comfortable pillow, one of these makes an nice arrow.","Hundreds of these would probably make a comfortable pillow, one of these makes an nice arrow.","Centenas delas provavelmente dariam um travesseiro confortável, algumas delas dá uma bela flecha.","Hundreds of these would probably make a comfortable pillow, one of these makes an nice arrow."
STR_HRS_Crossbow_Body0,Crossbow Body,Crossbow Body,Crossbow Body,Armbrustkörper,Тело арбалета,Crossbow Body,Crossbow Body,Crossbow Body,Cuerpo de Ballesta,Corps d’arbalète,Crossbow Body,Crossbow Body,Corpo de besta,Crossbow Body
STR_HRS_Crossbow_Body1,The body of a crossbow made with wood parts,The body of a crossbow made with wood parts,The body of a crossbow made with wood parts,The body of a crossbow made with wood parts,деревянное ложе для арбалета,The body of a crossbow made with wood parts,The body of a crossbow made with wood parts,The body of a crossbow made with wood parts,The body of a crossbow made with wood parts,Le corps d'une arbalète fabriqué avec des morceaux de bois,The body of a crossbow made with wood parts,The body of a crossbow made with wood parts,O corpo de uma besta feita com partes de madeira.,The body of a crossbow made with wood parts
STR_HRS_Crossbow_Bolt0,Handmade Bolts,"Handemade bolts, seems fit on a handmade Crossbow.",Handmade Bolts,handgemachter Bolzen,Самодельный болт,Handmade Bolts,Handmade Bolts,Handmade Bolts,Flechas Artesanales,Flêches artisanales,Handmade Bolts,Handmade Bolts,Setas improvisadas,Handmade Bolts
STR_HRS_Crossbow_Bolt1,"Handemade bolts, seems fit on a handmade Crossbow.","Handemade bolts, seems fit on a handmade Crossbow.","Handemade bolts, seems fit on a handmade Crossbow.","Handgemachter Bolzen, passend für die handgemachte Armbrust.",Отлично подойдут для самодельного арбалета,"Handemade bolts, seems fit on a handmade Crossbow.","Handemade bolts, seems fit on a handmade Crossbow.","Handemade bolts, seems fit on a handmade Crossbow.","Flechas hechas a mano, parece que encajan en una Ballesta.","Carreaux d’arbalète, ceux-ci semblent faits main.","Handemade bolts, seems fit on a handmade Crossbow.","Handemade bolts, seems fit on a handmade Crossbow.","Setas feitas à mão, parecem caber em uma besta.","Handemade bolts, seems fit on a handmade Crossbow."
STR_HRS_Crossbow_Head0,Crossbow Mecanic Part,Crossbow Mecanic Part,Crossbow Mecanic Part,Armbrustmechanik,Механическая часть арбалета,Crossbow Mecanic Part,Crossbow Mecanic Part,Crossbow Mecanic Part,Pieza Mecánica de Ballesta,Mécanisme d’arbalète artisanale,Crossbow Mecanic Part,Crossbow Mecanic Part,Parte Mecânica besta,Crossbow Mecanic Part
STR_HRS_Crossbow_Head1,"A mecanic part for a crossbow, made with some metal parts","A mecanic part for a crossbow, made with some metal parts","A mecanic part for a crossbow, made with some metal parts","A mecanic part for a crossbow, made with some metal parts",Простой механизм собраный из хлама,"A mecanic part for a crossbow, made with some metal parts","A mecanic part for a crossbow, made with some metal parts","A mecanic part for a crossbow, made with some metal parts","A mecanic part for a crossbow, made with some metal parts","Un boitier mécanique pour arbalète, fait à partir de morceaux de métal ","A mecanic part for a crossbow, made with some metal parts","A mecanic part for a crossbow, made with some metal parts","Peça mecânica para besta, feita com algumas peças de metal.","A mecanic part for a crossbow, made with some metal parts"
STR_HRS_Crossbow_MetalParts0,Crossbow Metal Parts,Crossbow Metal Parts,Crossbow Metal Parts,Armbrust Metallteile,Металлические части арбалета,Crossbow Metal Parts,Crossbow Metal Parts,Crossbow Metal Parts,Piezas metálicas de ballesta,Chassis métalique d’arbalète.,Crossbow Metal Parts,Crossbow Metal Parts,Peças de metal para besta,Crossbow Metal Parts
STR_HRS_Crossbow_MetalParts1,"Handemade bolts, seems fit on a handmade Crossbow.","Handemade bolts, seems fit on a handmade Crossbow.","Handemade bolts, seems fit on a handmade Crossbow.","Handgemachte Metallteile, passend für die handgemachte Armbrust.",Важная часть самодельного арбалета,"Handemade bolts, seems fit on a handmade Crossbow.","Handemade bolts, seems fit on a handmade Crossbow.","Handemade bolts, seems fit on a handmade Crossbow.","Virotes hechos a mano, parece que encajan en una Ballesta.",Chassis d’arbalète fait main.,"Handemade bolts, seems fit on a handmade Crossbow.","Handemade bolts, seems fit on a handmade Crossbow.","Setas feitas à mão, parecem caber em uma besta.","Handemade bolts, seems fit on a handmade Crossbow."
STR_HRS_Crossbow0,Handmade Crossbow,Handmade Crossbow,Handmade Crossbow,handgemachte Armbrust,Самодельный арбалет,Handmade Crossbow,Handmade Crossbow,Handmade Crossbow,Ballesta Artesanal,Arbalète artisanale,Handmade Crossbow,Handmade Crossbow,Besta feita a mão,Handmade Crossbow
STR_HRS_Crossbow1,"An handmade Crossbow, crafted with some metal parts and wood.","An handmade Crossbow, crafted with some metal parts and wood.","An handmade Crossbow, crafted with some metal parts and wood.","Eine handgemachte Armbrust, aus Metallteilen und Holz hergestellt.",Самодельный арбалет из хлама и дерева,"An handmade Crossbow, crafted with some metal parts and wood.","An handmade Crossbow, crafted with some metal parts and wood.","An handmade Crossbow, crafted with some metal parts and wood.","Una ballesta hecha a mano, elaborada con algunas piezas de metal y madera.",Une arbalète artisanale faite à partir de morceaux de métal et de bois.,"An handmade Crossbow, crafted with some metal parts and wood.","An handmade Crossbow, crafted with some metal parts and wood.","Uma besta improvisada, trabalhada com algumas partes de metal e madeira.","An handmade Crossbow, crafted with some metal parts and wood."
STR_HRS_CrowsCall0,Crow Call,Crow Call,Crow Call,Lockpfeife - Krähe,Вороний манок,Crow Call,Crow Call,Crow Call,Reclamo de Cuervo,Appeau à Corbeaux,Crow Call,Crow Call,Apito de corvo,Crow Call
STR_HRS_CrowsCall1,This Animal Call produce the Crow song.,This Animal Call produce the Crow song.,This Animal Call produce the Crow song.,Diese Lockpfeife erzeugt den Klang einer Krähe.,Этот манок умеет каркать не хуже настоящей вороны,This Animal Call produce the Crow song.,This Animal Call produce the Crow song.,This Animal Call produce the Crow song.,Este reclamo produce el sonido de un cuervo.,Cet appeau reproduit le cri du corbeau,This Animal Call produce the Crow song.,This Animal Call produce the Crow song.,Este apito reproduz o som de um corvo.,This Animal Call produce the Crow song.
STR_HRS_DeerCall_Female0,Female Deer Call,Female Deer Call,Female Deer Call,Lockpfeife - Hirschkuh,Косулий манок,Female Deer Call,Female Deer Call,Female Deer Call,Reclamo de Cierva,Appeau Cerf/Daim Femelle,Female Deer Call,Female Deer Call,Apito de cervo (fêmea),Female Deer Call
STR_HRS_DeerCall_Female1,This Deer Call produce the « Roar » of the female.,This Deer Call produce the « Roar » of the female.,This Deer Call produce the « Roar » of the female.,Diese Lockpfeife erzeugt das Röhren einer Hirschkuh.,Можно попробовать подманить самца оленя,This Deer Call produce the « Roar » of the female.,This Deer Call produce the « Roar » of the female.,This Deer Call produce the « Roar » of the female.,Este reclamo produce el sonido de una cierva.,Cet appeau reproduit le brâme du Cerf/Daim femelle.,This Deer Call produce the « Roar » of the female.,This Deer Call produce the « Roar » of the female.,Este apito reproduz o som de um cervo (fêmea).,This Deer Call produce the « Roar » of the female.
STR_HRS_DeerCall_Male0,Male Deer Call,Male Deer Call,Male Deer Call,Lockpfeife - Hirsch,Олений манок,Male Deer Call,Male Deer Call,Male Deer Call,Reclamo de Ciervo,Appeau Cerf/Daim Mâle,Male Deer Call,Male Deer Call,Apito de cervo,Male Deer Call
STR_HRS_DeerCall_Male1,This Deer Call produce the « Roar » of the male.,This Deer Call produce the « Roar » of the male.,This Deer Call produce the « Roar » of the male.,Diese Lockpfeife erzeugt das Röhren eines Hirsches.,Все косули твои!,This Deer Call produce the « Roar » of the male.,This Deer Call produce the « Roar » of the male.,This Deer Call produce the « Roar » of the male.,Este reclamo produce el sonido de una ciervo.,Cet appeau reproduit le brâme du Cerf/Daim mâle.,This Deer Call produce the « Roar » of the male.,This Deer Call produce the « Roar » of the male.,Este apito reproduz o som de um cervo.,This Deer Call produce the « Roar » of the male.
STR_HRS_FatBlock0,Fat Block,Fat Block,Fat Block,Fat Block,Отформованный кусок жира,Fat Block,Fat Block,Fat Block,Fat Block,Bloc de graisse,Fat Block,Fat Block,Bloco de gordura,Fat Block
STR_HRS_FatBlock1,"A block of fat, cut with a sharp tool directly into the lard.","A block of fat, cut with a sharp tool directly into the lard.","A block of fat, cut with a sharp tool directly into the lard.","A block of fat, cut with a sharp tool directly into the lard.",Прямоугольный кусок жира,"A block of fat, cut with a sharp tool directly into the lard.","A block of fat, cut with a sharp tool directly into the lard.","A block of fat, cut with a sharp tool directly into the lard.","A block of fat, cut with a sharp tool directly into the lard.","Un bloc de graisse, taillé avec un outil tranchant directement dans le lard.","A block of fat, cut with a sharp tool directly into the lard.","A block of fat, cut with a sharp tool directly into the lard.","Um bloco de gordura, cortado com uma ferramenta afiada diretamente na banha.","A block of fat, cut with a sharp tool directly into the lard."
STR_HRS_FernGhillieBushrag0,Ghillie Shrug,Ghillie Shrug,Ghillie Shrug,Ghillieüeberwurf,Маскировочная накидка,Ghillie Shrug,Ghillie Shrug,Ghillie Shrug,Hombreras Ghillie,Cache-col ghillie,Ghillie Shrug,Ghillie Shrug,Ghillie para ombros,Ghillie Shrug
STR_HRS_FernGhillieGunWrap0,Ghillie Rifle Wrap,Ghillie Rifle Wrap,Ghillie Rifle Wrap,Geweherghillie,Маскировка на оружие,Ghillie Rifle Wrap,Ghillie Rifle Wrap,Ghillie Rifle Wrap,Camuflaje de Fusil,Cache-fusil ghillie,Ghillie Rifle Wrap,Ghillie Rifle Wrap,Ghillie para fuzil,Ghillie Rifle Wrap
STR_HRS_FernGhillieHood0,Ghillie Hood,Ghillie Hood,Ghillie Hood,Ghilliehaube,Маскировочный капюшон,Ghillie Hood,Ghillie Hood,Ghillie Hood,Capucha Ghillie,Capuche de ghillie,Ghillie Hood,Ghillie Hood,Capuz de Ghillie,Ghillie Hood
STR_HRS_FernGhillieSuit0,Ghillie Suit,Ghillie Suit,Ghillie Suit,Ghillieanzug,Маскировочный костюм,Ghillie Suit,Ghillie Suit,Ghillie Suit,Traje Ghillie,Tenue de ghillie,Ghillie Suit,Ghillie Suit,Roupas de Ghillie,Ghillie Suit
STR_HRS_FernGhillieTop0,Ghillie Cloak,Ghillie Cloak,Ghillie Cloak,Ghilliemantel,Маскировочный плащ,Ghillie Cloak,Ghillie Cloak,Ghillie Cloak,Capa Ghillie,Haut de ghillie,Ghillie Cloak,Ghillie Cloak,Costas de Ghillie,Ghillie Cloak
STR_HRS_FernPart0,Fern Parts,Fern Parts,Fern Parts,Fern Parts,Части папоротника,Fern Parts,Fern Parts,Fern Parts,Fern Parts,Morceaux de fougères,Fern Parts,Fern Parts,Folhas de samambaia,Fern Parts
STR_HRS_FernPart1,Fern parts can be used to make a shelter roof,Fern parts can be used to make a shelter roof,Fern parts can be used to make a shelter roof,Fern parts can be used to make a shelter roof,Нарезанный пластик для крыши укрытия,Fern parts can be used to make a shelter roof,Fern parts can be used to make a shelter roof,Fern parts can be used to make a shelter roof,Fern parts can be used to make a shelter roof,Les morceaux de fougères peuvent être utilisés dans la confection d'un toit d'abri,Fern parts can be used to make a shelter roof,Fern parts can be used to make a shelter roof,"As folhas de samambaia podem ser usadas para diversos coisas, como roupas e abrigos.",Fern parts can be used to make a shelter roof
STR_HRS_FernShelter_Kit0,FernShelter Building Kit,FernShelter Building Kit,FernShelter Building Kit,Farnunterstand-Set,Набор для установки укрытия,FernShelter Building Kit,FernShelter Building Kit,FernShelter Building Kit,Kit de refugio improvisado,Kit pour abri de fougères,FernShelter Building Kit,FernShelter Building Kit,Kit abrigo de folhas,FernShelter Building Kit
STR_HRS_FernShelter_Kit1,This kit allow to place your Fern Shelter yourself.,This kit allow to place your Fern Shelter yourself.,This kit allow to place your Fern Shelter yourself.,Dieses Kit ermöglichst das Aufstellen des Farnunterstands.,Установка бокового укрытия,This kit allow to place your Fern Shelter yourself.,This kit allow to place your Fern Shelter yourself.,This kit allow to place your Fern Shelter yourself.,Este kit permite colocar un refugio improvisado en cualquier lugar.,Cet kit vous permet de placer vous-même votre abri de fougères.,This kit allow to place your Fern Shelter yourself.,This kit allow to place your Fern Shelter yourself.,Este kit permite colocar você mesmo sua tenda feita de folhas de samambaia.,This kit allow to place your Fern Shelter yourself.
STR_HRS_FernShelter0,Fern Shelter,Fern Shelter,Fern Shelter,Farnunterstand,Боковое укрытие,Fern Shelter,Fern Shelter,Fern Shelter,Refugio improvisado,Abri de fougères,Fern Shelter,Fern Shelter,Abrigo com folhas de samambaia,Fern Shelter
STR_HRS_FernShelter1,A handmade shelter with some wood sticks for plots and lot of fern for the roof.,A handmade shelter with some wood sticks for plots and lot of fern for the roof.,A handmade shelter with some wood sticks for plots and lot of fern for the roof.,Ein handgemachter Unterstand aus einigen Stöckern als Gerüst und viel Farn für das Dach.,Самодельное долговечное укрытие с хорошей крышей и отличной маскировкой,A handmade shelter with some wood sticks for plots and lot of fern for the roof.,A handmade shelter with some wood sticks for plots and lot of fern for the roof.,A handmade shelter with some wood sticks for plots and lot of fern for the roof.,Un refugio hecho a mano con algunos palos de madera para y muchas hojas de helecho para el techo.,Un abri fait main avec des branches en guise de structure et beaucoup de fougères pour le toit.,A handmade shelter with some wood sticks for plots and lot of fern for the roof.,A handmade shelter with some wood sticks for plots and lot of fern for the roof.,Abrigo improvisado feita com galhos na estrutura e muita samambaia para o telhado.,A handmade shelter with some wood sticks for plots and lot of fern for the roof.
STR_HRS_Fertilizer0,Handmade Fertilizer,Handmade Fertilizer,Handmade Fertilizer,Handmade Fertilizer,Handmade Fertilizer,Handmade Fertilizer,Handmade Fertilizer,Handmade Fertilizer,Handmade Fertilizer,Engrais artisanal,Handmade Fertilizer,Handmade Fertilizer,Handmade Fertilizer,Handmade Fertilizer
STR_HRS_Fertilizer1,"Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times.","Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times.","Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times.","Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times.","Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times.","Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times.","Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times.","Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times.","Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times.","Prenez quelques végétaux, coupez-les et mettez-les dans un sac en toile de jute pour avoir le meilleur engrais de jardin de tous les temps.","Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times.","Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times.","Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times.","Take some plant materials, cut them and put them in a burlap sack to have the better garden lime of all times."
STR_HRS_FireStart_Kit0,Primitive Fire Start Kit,Primitive Fire Start Kit,Primitive Fire Start Kit,Primitive Fire Start Kit,Набор для розжига,Primitive Fire Start Kit,Primitive Fire Start Kit,Primitive Fire Start Kit,Primitive Fire Start Kit,Kit Allume-feu improvisé,Primitive Fire Start Kit,Primitive Fire Start Kit,Kit de pederneira improvisada,Primitive Fire Start Kit
STR_HRS_FireStart_Kit1,"A bit of tinder mushroom, and marcasite stone in a small bag, this is a perfect tool to make a fire quickly.","A bit of tinder mushroom, and marcasite stone in a small bag, this is a perfect tool to make a fire quickly.","A bit of tinder mushroom, and marcasite stone in a small bag, this is a perfect tool to make a fire quickly.","A bit of tinder mushroom, and marcasite stone in a small bag, this is a perfect tool to make a fire quickly.",Трутовик и пирит в мешочке - отличный способ быстро развести огонь,"A bit of tinder mushroom, and marcasite stone in a small bag, this is a perfect tool to make a fire quickly.","A bit of tinder mushroom, and marcasite stone in a small bag, this is a perfect tool to make a fire quickly.","A bit of tinder mushroom, and marcasite stone in a small bag, this is a perfect tool to make a fire quickly.","A bit of tinder mushroom, and marcasite stone in a small bag, this is a perfect tool to make a fire quickly.","Un peu d'amadouvier, et de marcassite dans un petit sac voilà un parfait outil pour faire un feu rapidement.","A bit of tinder mushroom, and marcasite stone in a small bag, this is a perfect tool to make a fire quickly.","A bit of tinder mushroom, and marcasite stone in a small bag, this is a perfect tool to make a fire quickly.","Um pouco de cogumelo inflamável e pedra marcassita em um pequeno saco, esta é uma ferramenta perfeita para fazer fogo rapidamente.","A bit of tinder mushroom, and marcasite stone in a small bag, this is a perfect tool to make a fire quickly."
STR_HRS_Hammer_Handle0,Handmade Hammer Handle,Handmade Hammer Handle,Handmade Hammer Handle,handgemachter Hammerstiel,Рукоять каменного молотка,Handmade Hammer Handle,Handmade Hammer Handle,Handmade Hammer Handle,Mango de Martillo hecho a mano,Manche de marteau,Handmade Hammer Handle,Handmade Hammer Handle,Cabo de martelo improvisado,Handmade Hammer Handle
STR_HRS_Hammer_Handle1,An hammer handle made with wood parts,An hammer handle made with wood parts,An hammer handle made with wood parts,An hammer handle made with wood parts,Самодельная деревянная рукоять,An hammer handle made with wood parts,An hammer handle made with wood parts,An hammer handle made with wood parts,An hammer handle made with wood parts,Un manche de marteau fabriqué avec des morceaux de bois,An hammer handle made with wood parts,An hammer handle made with wood parts,Um cabo de martelo feito com partes de madeira.,An hammer handle made with wood parts
